ImmutableMultiDict([('phrase', 'holita'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.42|{'a', 'o', 'i'}
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'e', 'i', 'a', 'u', 'o'}, {'i', 'o', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'e', 'i', 'a', 'u', 'o'}, {'i', 'o', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'o', 'u', 'i', 'e', 'a'}, {'o', 'e', 'i'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'a', 'u', 'o', 'e', 'i'}, {'i', 'e', 'o'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'i', 'o', 'u', 'a', 'e'}, {'i', 'o', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita, que tal estas', ' Todo bien?'], [{'i', 'u', 'o', 'a', 'e'}, {'o', 'i', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'estas', 'Todo', 'bien'], [{'i', 'a', 'o'}, {'u', 'e'}, {'a'}, {'a', 'e'}, {'o'}, {'i', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'estas', 'Todo', 'bien'], [{'i', 'o', 'a'}, {'e', 'u'}, {'a'}, {'a', 'e'}, {'o'}, {'i', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'estas', 'Todo', 'bien'], [{'o', 'a', 'i'}, {'e', 'u'}, {'a'}, {'e', 'a'}, {'o'}, {'e', 'i'}]]
ImmutableMultiDict([('phrase', 'holita, que tal estas. Todo bien?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'estas', 'Todo', 'bien'], [{'o', 'i', 'a'}, {'u', 'e'}, {'a'}, {'e', 'a'}, {'o'}, {'i', 'e'}]]
ImmutableMultiDict([('phrase', 'holita, que tal holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'o', 'i', 'a'}, {'u', 'e'}, {'a'}, {'o', 'i', 'a'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'u', 'o', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, que tal holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'e', 'u'}, {'a'}, {'a', 'o', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'o', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, que tal holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'e', 'u'}, {'a'}, {'a', 'o', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'u', 'o'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, que tal holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'que', 'tal', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'a', 'o'}, {'e', 'u'}, {'a'}, {'i', 'a', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'e', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'a', 'o'}, {'a'}, {'e', 'u'}, {'i', 'a', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'e', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'o', 'a'}, {'a'}, {'e', 'u'}, {'i', 'o', 'a'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'e', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'o', 'a', 'i'}, {'a'}, {'u', 'e'}, {'o', 'a', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'u', 'o'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'u', 'e'}, {'a', 'i', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'u', 'e', 'o'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'o', 'a'}, {'a'}, {'u', 'e'}, {'i', 'o', 'a'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'u', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'a', 'o'}, {'a'}, {'e', 'u'}, {'i', 'a', 'o'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'u', 'o'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'a'}, {'u', 'e'}, {'a', 'o', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'u', 'o', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'a'}, {'u', 'e'}, {'a', 'o', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'u', 'o', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'a'}, {'e', 'u'}, {'a', 'o', 'i'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'e', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'u', 'e'}, {'a', 'i', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'u', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'o', 'a', 'i'}, {'a'}, {'e', 'u'}, {'o', 'a', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'o', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'u', 'e'}, {'a', 'i', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'u', 'e', 'o'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'u', 'e'}, {'a', 'i', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'u', 'e', 'o'}, {'u', 'e'}, {'o'}], [('holita', 2), ('que', 2), ('tal', 1)]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'e', 'u'}, {'a', 'i', 'o'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'o', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'o', 'a'}, {'a'}, {'u', 'e'}, {'i', 'o', 'a'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'o', 'u', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'o', 'i'}, {'a'}, {'u', 'e'}, {'a', 'o', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'u', 'o', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'o', 'a', 'i'}, {'a'}, {'e', 'u'}, {'o', 'a', 'i'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'o', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'a', 'o'}, {'a'}, {'u', 'e'}, {'i', 'a', 'o'}, {'o'}, {'i', 'e'}, {'o'}, {'a'}, {'u', 'o', 'e'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'i', 'o', 'a'}, {'a'}, {'e', 'u'}, {'i', 'o', 'a'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'o', 'u'}, {'e', 'u'}, {'o'}]]
ImmutableMultiDict([('phrase', 'holita, tal que holita. Todo bien por casa? Seguro que todo?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['holita', 'tal', 'que', 'holita', 'Todo', 'bien', 'por', 'casa', 'Seguro', 'que', 'todo'], [{'a', 'i', 'o'}, {'a'}, {'u', 'e'}, {'a', 'i', 'o'}, {'o'}, {'e', 'i'}, {'o'}, {'a'}, {'e', 'u', 'o'}, {'u', 'e'}, {'o'}]]
ImmutableMultiDict([('phrase', 'hola que tal estas?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['hola', 'que', 'tal', 'estas'], [{'o', 'a'}, {'e', 'u'}, {'a'}, {'e', 'a'}]]
ImmutableMultiDict([('phrase', 'hola que tal estas?'), ('letters', 'aeiou')])|127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.54|[['hola', 'que', 'tal', 'estas'], [{'a', 'o'}, {'u', 'e'}, {'a'}, {'a', 'e'}]]
